atp6	YP_010461110.1	100.000	174	0	0	1	174	82	255	1.44e-117	335
atp6	YP_009254348.1	100.000	174	0	0	1	174	82	255	1.86e-117	334
atp6	YP_009826351.1	100.000	174	0	0	1	174	82	255	1.86e-117	334
atp6	YP_010383014.1	100.000	174	0	0	1	174	82	255	1.98e-117	334
atp6	YP_009440480.1	100.000	174	0	0	1	174	82	255	2.07e-117	334
atp6	YP_009466117.1	100.000	174	0	0	1	174	82	255	2.07e-117	334
atp6	NP_570145.1	100.000	174	0	0	1	174	81	254	2.12e-117	334
atp6	YP_010043392.1	98.851	174	2	0	1	174	82	255	1.08e-116	332
atp6	YP_009992177.1	98.851	174	2	0	1	174	82	255	1.68e-116	332
atp6	YP_009672790.1	97.701	174	4	0	1	174	82	255	3.77e-115	328
atp6	YP_010231359.1	95.977	174	7	0	1	174	81	254	1.75e-114	327
atp6	YP_010044483.1	95.977	174	7	0	1	174	81	254	4.29e-114	326
atp6	YP_010132255.1	95.977	174	7	0	1	174	84	257	6.12e-114	325
atp6	YP_010303560.1	95.977	174	7	0	1	174	82	255	6.44e-114	325
atp6	YP_009307020.1	95.402	174	8	0	1	174	81	254	7.58e-114	325
atp6	YP_009750550.1	95.402	174	8	0	1	174	81	254	7.58e-114	325
atp6	YP_009444551.1	95.402	174	8	0	1	174	81	254	7.58e-114	325
atp6	YP_009546969.1	95.977	174	7	0	1	174	80	253	8.92e-114	325
atp6	YP_010259496.1	94.798	173	9	0	2	174	77	249	8.28e-113	322
atp6	YP_009122461.1	94.253	174	10	0	1	174	82	255	1.74e-112	322
atp6	YP_009437841.1	93.103	174	12	0	1	174	88	261	4.85e-111	318
atp6	YP_010259477.1	94.220	173	10	0	2	174	77	249	6.34e-111	318
atp6	YP_005088123.1	93.103	174	12	0	1	174	84	257	1.32e-110	317
atp6	YP_009749723.1	93.642	173	11	0	2	174	78	250	1.49e-110	317
atp6	YP_010390950.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010391108.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010391164.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390630.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390574.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390795.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010391053.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010391001.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390740.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390686.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390847.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
atp6	YP_010390896.1	92.529	174	13	0	1	174	88	261	2.20e-110	317
