atp6	YP_009440480.1	100.000	260	0	0	1	260	1	260	0.0	504
atp6	YP_009466117.1	100.000	260	0	0	1	260	1	260	0.0	504
atp6	YP_009254348.1	99.615	260	1	0	1	260	1	260	0.0	503
atp6	YP_009826351.1	99.615	260	1	0	1	260	1	260	0.0	503
atp6	NP_570145.1	99.222	257	2	0	4	260	3	259	3.13e-180	497
atp6	YP_010461110.1	98.462	260	4	0	1	260	1	260	5.56e-180	496
atp6	YP_010383014.1	98.077	260	5	0	1	260	1	260	1.35e-179	495
atp6	YP_010043392.1	97.308	260	7	0	1	260	1	260	2.98e-179	494
atp6	YP_009992177.1	97.308	260	7	0	1	260	1	260	1.13e-178	493
atp6	YP_010231359.1	95.312	256	12	0	5	260	4	259	1.11e-175	485
atp6	YP_009672790.1	95.385	260	12	0	1	260	1	260	1.69e-175	485
atp6	YP_009546969.1	95.312	256	12	0	5	260	3	258	4.86e-174	481
atp6	YP_009254054.1	91.923	260	21	0	1	260	1	260	1.58e-170	472
atp6	YP_005088123.1	91.829	257	21	0	4	260	6	262	2.64e-169	469
atp6	YP_009255491.1	91.829	257	21	0	4	260	6	262	9.64e-169	468
atp6	YP_009749723.1	93.307	254	17	0	7	260	2	255	1.29e-168	467
atp6	YP_009257654.1	91.797	256	21	0	5	260	7	262	1.54e-167	465
atp6	YP_009437841.1	90.421	261	21	1	4	260	6	266	5.65e-167	464
atp6	YP_010303560.1	94.231	260	15	0	1	260	1	260	2.25e-166	462
atp6	YP_010390950.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010391108.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010391164.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390630.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390574.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390795.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010391053.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010391001.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390740.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390686.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390847.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010390896.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_009112077.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_009136864.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_001249341.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_009741128.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_009741074.1	90.038	261	22	1	4	260	6	266	3.93e-166	461
atp6	YP_010132255.1	95.312	256	12	0	5	260	7	262	5.22e-166	461
atp6	YP_010444579.1	89.655	261	23	1	4	260	6	266	2.62e-165	459
atp6	YP_005088230.1	89.655	261	23	1	4	260	6	266	2.62e-165	459
atp6	YP_009228323.1	89.655	261	23	1	4	260	6	266	2.62e-165	459
atp6	YP_009687852.1	89.655	261	23	1	4	260	6	266	2.62e-165	459
atp6	YP_010044483.1	95.331	257	12	0	4	260	3	259	3.60e-165	459
atp6	YP_009307020.1	95.312	256	12	0	5	260	4	259	5.46e-165	458
atp6	YP_009750550.1	95.312	256	12	0	5	260	4	259	5.46e-165	458
atp6	YP_009444551.1	95.312	256	12	0	5	260	4	259	5.46e-165	458
atp6	YP_008757711.1	89.272	261	24	1	4	260	6	266	1.65e-164	457
atp6	YP_009122461.1	89.105	257	28	0	4	260	4	260	1.07e-163	455
atp6	YP_010526696.1	93.103	261	17	1	1	260	1	261	1.61e-161	449
atp6	YP_010259496.1	90.873	252	21	1	9	260	5	254	6.68e-161	448
atp6	YP_010710136.1	91.954	261	20	1	1	260	1	261	1.44e-160	447
atp6	YP_006341051.1	89.655	261	23	1	4	260	6	266	2.10e-160	447
atp6	YP_009763334.1	91.954	261	20	1	1	260	1	261	6.76e-160	446
